(-1.90864, 3.238718)
(5.519152906258536, 1.5657894310869198)
(12.766729446673583, 0.06643074151843173)
(19.862234341974712, -1.2789445354205653)
(26.833812312891475, -2.4899228664451725)
(33.70960808015344, -3.586090718270488)
(40.51776636449018, -4.5870345576116165)
(47.28643188663122, -5.512340851183656)
(54.04374936730618, -6.381596065701707)
(60.81786352724458, -7.214386667880872)
(67.636919087176, -8.03029912443625)
(74.52906076783, -8.84891990208294)
(81.52243328993615, -9.68983546753605)
(88.645181374224, -10.572632287510672)
(95.92345161183206, -11.51614052842432)
(103.31860488631528, -12.51466869896808)
(110.71462326163635, -13.53323710523266)
(117.99094711248254, -14.535147005171991)
(125.02701681354118, -15.48369965674)
(131.70227273949953, -16.342196317890618)
(137.89615526504488, -17.07393824657778)
(143.49749985276992, -17.646123006532555)
(148.51210394246976, -18.074454320456685)
(153.02507208457834, -18.40752594427593)
(157.12301475618563, -18.69455616779907)
(160.89254243438174, -18.984763280834887)
(164.42026559625683, -19.32736557319216)
(167.79279471890086, -19.77158133467966)
(171.1019758026818, -20.358309582062365)
(174.47128500812676, -21.078188847178634)
(178.03601700862268, -21.903077984987327)
(181.93148689660924, -22.80480340446884)
(186.29300976452615, -23.755191514603542)
(191.25590070481311, -24.726068724371824)
(196.95544295307707, -25.689264436631788)
(203.44866741721677, -26.623962140651198)
(210.5460171907201, -27.532519436268807)
(218.0094851064662, -28.421847237116364)
(225.60106399733397, -29.29885645682563)
(233.08274669620252, -30.170458009028355)
(240.2165260359509, -31.04356280735629)
(246.7662883629242, -31.925055476663537)
(252.64727684278475, -32.81971926473962)
(258.0340804926744, -33.7287367661194)
(263.12676315666977, -34.65293689310993)
(268.12538867884757, -35.593148558018314)
(273.2300209032845, -36.55020067315161)
(278.64072367405726, -37.52492215081689)
(284.5474606012061, -38.51760920078118)
(290.9204743248572, -39.516969596507856)
(297.51705846969924, -40.50047983889551)
(304.0857612333971, -41.44515518099708)
(310.3751308136154, -42.32801087586553)
(316.1337154080189, -43.12606217655381)
(321.1100632142725, -43.81632433611486)
(325.0883364963235, -44.3795182182517)
(328.18651718892784, -44.831098314597625)
(330.7051287701021, -45.20551239549266)
(332.94655224059323, -45.53740150479849)
(335.2131686011479, -45.861406686376775)
(337.8073588525129, -46.212168984089224)
(341.03150399543506, -46.62432944179751)
(345.11819080353655, -47.12648146037394)
(349.96965686684257, -47.718593810739)
(355.3904978966494, -48.392174632501764)
(361.1852950339834, -49.13873080276304)
(367.15862941987075, -49.94976919862361)
(373.11508219533783, -50.81679669718427)
(378.859432060776, -51.73131352241362)
(384.27095303155306, -52.68231114766481)
(389.41503239244196, -53.65251337993766)
(394.38564488572183, -54.62368129721152)
(399.27676525367184, -55.57757597746582)
(404.1823682385711, -56.495958498679926)
(409.1964285826986, -57.360589938833236)
(414.41166618115557, -58.15358466764591)
(419.8643192571699, -58.87295899774259)
(425.51246058400545, -59.53873607124146)
(431.3084273056534, -60.17255384877076)
(437.20455656610477, -60.79605029095871)
(443.1531855093505, -61.43086335843356)
(449.1066512793817, -62.09863101182355)
(455.01900949688985, -62.819480427135524)
(460.87086197370235, -63.59020091532676)
(466.6636802613975, -64.38923432773521)
(472.399498458818, -65.19452795690952)
(478.08035066480664, -65.98402909539841)
(483.7082709782063, -66.73568503575056)
(489.28529349785975, -67.42744307051463)
(494.8137271577381, -68.04171528749875)
(500.2978607196766, -68.59307678842767)
(505.74285059807477, -69.11019800221204)
(511.1538568949159, -69.6218092638771)
(516.5360397121829, -70.15664090844795)
