(-1.90864, 3.238718)
(6.372034180390408, 1.3453840937525159)
(14.00009582642944, -0.26911900356867796)
(21.05380947558022, -1.6370729978858958)
(27.611439665305852, -2.79075959512145)
(33.75125093306948, -3.762460501197655)
(39.551507816334194, -4.584457422036827)
(45.09047485256313, -5.289032063561276)
(50.4464165792194, -5.9084661316933165)
(55.697597533766135, -6.475041332355264)
(60.92228225366645, -7.021039371469432)
(66.19873527638346, -7.578741954958132)
(71.60522113938029, -8.180430788743683)
(77.22000438012006, -8.858387578748394)
(83.12134953606588, -9.644894030894582)
(89.37416523414173, -10.56740953780441)
(95.926295872867, -11.61112603426165)
(102.66496157852525, -12.739346327127434)
(109.4768709519506, -13.915188530802514)
(116.2487325939772, -15.101770759687644)
(122.86725510543916, -16.26221112818358)
(129.21914708717063, -17.359627750691065)
(135.19828724417076, -18.359314613767513)
(140.7970782937822, -19.256464245230738)
(146.07952143956285, -20.06799677253006)
(151.11123026672135, -20.81132162372452)
(155.9578183604663, -21.503848226873185)
(160.68489930600637, -22.162986010035095)
(165.3580866885502, -22.806144401269314)
(170.04290438633427, -23.450538557668555)
(174.80277173252225, -24.108825997210783)
(179.6989803204801, -24.789056367863523)
(184.7927273974822, -25.499075000070462)
(190.14521021080282, -26.246727224275297)
(195.81762600771626, -27.0398583709217)
(201.87117203549687, -27.886313770453366)
(208.36456292148074, -28.79354229458894)
(215.24022759543072, -29.750422723550905)
(222.27698280232227, -30.719706004949614)
(229.24135007574824, -31.662179618788436)
(235.8998509493015, -32.53863104507075)
(242.0190069565749, -33.30984776379994)
(247.3653396311614, -33.936617254979346)
(251.70671856945467, -34.37998572490219)
(254.98480596240563, -34.634354438066545)
(257.48469578145125, -34.760037634472724)
(259.5317763020921, -34.825083018603806)
(261.4514357998288, -34.897538294942834)
(263.56906255016213, -35.045451167972885)
(266.21004482859263, -35.336869342177025)
(269.69960344444206, -35.839803654784255)
(274.22004775661406, -36.590803350094596)
(279.550344832134, -37.5376228910172)
(285.3988119438036, -38.61246336765682)
(291.47376636442505, -39.74752587011825)
(297.48352536680045, -40.87501148850626)
(303.13640622373174, -41.927121312925614)
(308.140726208021, -42.836056433481104)
(312.29211137870607, -43.55260208039179)
(315.7443394748104, -44.103777976302844)
(318.7430119085298, -44.5361490017023)
(321.5337301451994, -44.89628004838911)
(324.3620956501539, -45.2307360081622)
(327.4737098887283, -45.586081772820506)
(331.1141743262573, -46.00888223416298)
(335.47903382841935, -46.537120137103855)
(340.46286250820935, -47.15717713448856)
(345.8482779889856, -47.83624006678315)
(351.4177102609352, -48.54146360496061)
(356.9535893142452, -49.24000241999395)
(362.2383451391029, -49.89901118285614)
(367.0544077256953, -50.48564456452019)
(371.21114550562623, -50.97132092191468)
(374.7607921756754, -51.36589814914159)
(377.88428392861397, -51.699604547637186)
(380.763734589028, -52.00285480869424)
(383.58125798150377, -52.3060636236055)
(386.51896793062724, -52.63964568366377)
(389.75897826098463, -53.034015680161794)
(393.4694785021352, -53.51717942035314)
(397.6210127060224, -54.082950313561525)
(402.03727187427353, -54.69973639179475)
(406.5384630086374, -55.3353429598357)
(410.9447931108627, -55.957575322467264)
(415.0764691826981, -56.53423878447236)
(418.7536982258925, -57.033138650633845)
(421.80518038318183, -57.42336177975409)
(424.26702482790506, -57.70529156477235)
(426.3896836323514, -57.911654203733875)
(428.43348925358623, -58.07666677383479)
(430.6587741486749, -58.2345463522712)
(433.32587077468287, -58.419510016239265)
(436.6951115886754, -58.66577484293508)
(441.02270485370946, -59.007160791519595)
(446.3608199792542, -59.45784094991748)
(452.46808373963796, -60.003723228840535)
(459.0803523079963, -60.62852296115693)
(465.9334818574645, -61.315955479734875)
(472.763328561178, -62.049736117442514)
(479.3057485922723, -62.813580207148064)
(485.2974060800524, -63.591233737833086)
(490.5886471117478, -64.37075610943258)
(495.2597318020972, -65.14893030214623)
(499.41865588622363, -65.92359166306598)
(503.1734150992502, -66.6925755392838)
(506.6320051762998, -67.45371727789158)
(509.9024218524955, -68.20485222598131)
(513.0926528586682, -68.94381384226622)
(516.3023385092071, -69.66646625661329)
(519.606976683492, -70.36297789722947)
(523.0777260529227, -71.02249348306921)
(526.7857452888982, -71.63415773308701)
(530.8021930628183, -72.18711536623732)
(535.1982280460821, -72.67051110147455)
(540.0450089100897, -73.07348965775319)
(545.3887734086356, -73.39400068314727)
(551.170919825359, -73.66703516258406)
(557.3052816525018, -73.93732312986104)
(563.7056922578276, -74.24959466275612)
(570.2859850090998, -74.64857983904712)
(576.9599932740815, -75.17900873651189)
(583.6415504205361, -75.88561143292821)
(590.2570345219107, -76.80229073149526)
(596.8102407473757, -77.8961311159053)
(603.3344675553955, -79.10875292408218)
(609.8630714817745, -80.38172636767844)
(616.4294090623181, -81.65662165834674)
(623.0668368328309, -82.87500900773964)
(629.8087113291182, -83.97845862750977)
(636.6796732855792, -84.91470705279743)
(643.6235218813123, -85.68868523587318)
(650.5402209907272, -86.33633707392396)
(657.3293007781654, -86.89391330873413)
(663.8902914079691, -87.39766468208812)
(670.1227230444797, -87.88384193577039)
(675.9261258520395, -88.38869581156533)
(681.2093011087143, -88.94689785523973)
(686.0170407096282, -89.56995563816803)
(690.4974421243859, -90.25178016709677)
(694.8011816839398, -90.98584317818528)
(699.0789357192416, -91.76561640759282)
(703.4813805612438, -92.58457159147873)
(708.1591925408983, -93.43618046600233)
(713.258492052549, -94.31381407608508)
(718.8095039891632, -95.20828204788901)
(724.7200280167266, -96.10768827465922)
(730.8920006894431, -97.00000706838577)
(737.2273585615176, -97.87321274105885)
(743.6280381871538, -98.71527960466854)
(749.9959761205566, -99.51418197120503)
(756.2343744822766, -100.25819554738328)
(762.3126608392414, -100.95136763517534)
(768.2976879306624, -101.62094734898639)
(774.2641069624536, -102.29604100867921)
(780.2865691405284, -103.00575493411661)
(786.4397256708004, -103.77919544516133)
(792.798227759183, -104.64546886167619)
(799.436171742937, -105.63352427347067)
(806.3421415480684, -106.74807959255509)
(813.3277094869014, -107.94369393152455)
(820.182496463871, -109.16870615424418)
(826.6961233834126, -110.3714551245793)
(832.6582111499611, -111.50027970639506)
(837.8583806679522, -112.5035187635567)
(842.0863399477817, -113.32952871706664)
(845.2447715660049, -113.94943721895446)
(847.5712222465266, -114.40186736842186)
(849.3649913449918, -114.73788916747097)
(850.9253782170459, -115.00857261810386)
(852.5516822183338, -115.26498772232262)
(854.5432027045006, -115.55820448212933)
(857.1992390311916, -115.93929289952611)
(860.7417876192491, -116.44987158777563)
(865.0593310243281, -117.09078232291048)
(869.9504277899528, -117.85187238511614)
(875.2136351224801, -118.7229888910904)
(880.6475102282668, -119.69397895753082)
(886.0506103136701, -120.75468970113522)
(891.2214925850463, -121.89496823860124)
(895.9976484708623, -123.10276731807708)
(900.463211618824, -124.35403915866985)
(904.7986034326335, -125.62005103943193)
(909.1844657024462, -126.87205951637705)
(913.8014402184176, -128.08132114551898)
(918.8301687707027, -129.21909248287145)
(924.4512931494572, -130.25663008444823)
(930.8124284381978, -131.17325715708373)
(937.7459629694033, -132.0252898744797)
(944.9094012138149, -132.91175914608908)
(951.9583816417653, -133.93215164505634)
(958.5485427235866, -135.18595404452586)
(964.335522929611, -136.77265301764217)
(968.9749607301709, -138.79173523754974)
(972.1438686337887, -141.3368797292403)
(973.8433746816717, -144.41369844503498)
(974.3263275984006, -147.95940703568908)
(973.852180537121, -151.90942662922905)
(972.6803866509772, -156.19917835368102)
(971.0703990931146, -160.7640833370715)
(969.2816710166775, -165.5395627074266)
(967.5697240334226, -170.4618586524198)
(966.0858247991827, -175.48898587305766)
(964.8686688823752, -180.6024683172697)
(963.9513540122141, -185.78499898080275)
(963.3669779179138, -191.019270859404)
(963.1486383286876, -196.2879769488202)
(963.32943297375, -201.5738102447986)
(963.9420713949032, -206.85901263576667)
(964.9977457650859, -212.100820968005)
(966.4752781943363, -217.21885527728588)
(968.3508179482387, -222.12962952314103)
(970.600514292378, -226.74965766510167)
(973.200516492339, -230.9954536626995)
(976.1269738137064, -234.78353147546576)
(979.355934459059, -238.03065463816574)
(982.84632111478, -240.69587817168548)
(986.5207695811, -242.82786761285573)
(990.2972905594662, -244.48671018639857)
(994.0938947513265, -245.7324931170359)
(997.8285928581287, -246.62530362948993)
(1001.4193955813205, -247.22522894848257)
(1004.7843156015673, -247.59237819773645)
(1007.8446246559322, -247.82292024108128)
(1010.5314953807781, -248.12257217104073)
(1012.7779736238608, -248.71777717620827)
(1014.5171052329358, -249.8349784451773)
(1015.6819360557591, -251.70061916654117)
(1016.2055119400862, -254.5411425288935)
(1016.0208787336729, -258.5829917208276)
(1015.0983375788294, -263.9608631261089)
(1013.573032835221, -270.40350174170436)
(1011.625686316844, -277.5274111809851)
(1009.4370214054367, -284.9490911965203)
(1007.1877614827367, -292.28504154087955)
(1005.0586299304825, -299.15176196663214)
(1003.2303501304118, -305.1657522263483)
(1001.8517089275014, -310.0146180247084)
(1000.8637952092977, -313.8483997106052)
(1000.1246425561302, -317.0020583318058)
(999.4920654956226, -319.81104265180346)
(998.8238785553987, -322.610801434091)
(997.9778962630821, -325.7367834421614)
(996.8119331462967, -329.5244374395074)
(995.1996702029221, -334.2717529304253)
(993.1706606346313, -339.9087196568602)
(990.8429290812443, -346.15645453147556)
(988.3355156366773, -352.7336770743455)
(985.7674603948461, -359.3591068055454)
(983.2578034496672, -365.75146324514947)
(980.9255848950569, -371.6294659132324)
(978.8822979347369, -376.7281356708728)
(977.1210778935131, -381.03814731011823)
(975.5410862194934, -384.7531599211992)
(974.0388957774485, -388.07242395431126)
(972.5110794321498, -391.1951898596496)
(970.854210048368, -394.32070808740986)
(968.964860490874, -397.6482290877873)
(966.7432745642444, -401.3710216164865)
(964.1912473190765, -405.5168794933487)
(961.422658238711, -409.9309580670374)
(958.5571708175734, -414.4489878007441)
(955.71444855009, -418.90669915765903)
(953.0141549306863, -423.1398226009733)
(950.5759534537888, -426.98408859387735)
(948.5178032207212, -430.2777762209543)
(946.8574322621179, -433.0090425794714)
(945.4583680102535, -435.3966247562897)
(944.1710077056782, -437.67889374049645)
(942.8457485889417, -440.09422052117884)
(941.3329879005938, -442.8809760874242)
(939.4831228811844, -446.2775314283195)
(937.147047919619, -450.5214456524008)
(934.2686753416131, -455.6983726009405)
(930.993680511434, -461.5644719407952)
