(-2.447973, 0.125932)
(-6.761398990966153, 2.495971257136565)
(-11.36104183842339, 5.246765156238903)
(-16.192324724129424, 8.329120498710978)
(-21.20067082984197, 11.693844085956753)
(-26.33150333731875, 15.291742719380188)
(-31.530245428317475, 19.073623200385246)
(-36.742320284595856, 22.99029233037589)
(-41.913151087911615, 26.992556910756083)
(-46.98816102002247, 31.03122374292979)
(-51.91277326268612, 35.05709962830097)
(-56.63241099766029, 39.02099136827358)
(-61.09249740670271, 42.87370576425159)
(-65.23845567157109, 46.566049617638974)
(-69.0175049151421, 50.050009346216115)
(-72.44293615083906, 53.32096893981479)
(-75.6117641404377, 56.42930411578479)
(-78.62639212047749, 59.42892986846448)
(-81.58922332749786, 62.37376119219225)
(-84.60266099803826, 65.31771308130647)
(-87.76910836863816, 68.31470053014549)
(-91.18690723353319, 71.41765631507013)
(-94.89691280834435, 74.66561067566677)
(-98.89734899500152, 78.08728390752076)
(-103.18543279919226, 81.71115279873487)
(-107.7583812266041, 85.5656941374119)
(-112.61341128292463, 89.6793847116547)
(-117.74773997384135, 94.08070130956602)
(-123.14936175488286, 98.78521797954659)
(-128.74209950116582, 103.71873000121214)
(-134.42250411207002, 108.76887800085257)
(-140.08702673201108, 113.82316304332265)
(-145.63211850540475, 118.7690861934773)
(-150.95423057666682, 123.49414851617142)
(-155.94981463446365, 127.88585163052575)
(-160.5596060619616, 131.8767957605251)
(-164.88936417494074, 135.56764183994935)
(-169.0832809270817, 139.09819067945912)
(-173.28554827206491, 142.60824308971502)
(-177.64035816357105, 146.23759988137763)
(-182.29190255528073, 150.12606186510766)
(-187.38352959706293, 154.4126570759499)
(-192.9306153134071, 159.11921363038832)
(-198.6846984578236, 164.02593119198917)
(-204.36475468583322, 168.8831873640758)
(-209.6897596529565, 173.44135974997158)
(-214.37868901471415, 177.45082595299985)
(-218.15051842662683, 180.6619635764839)
(-220.73381607480485, 182.83351521430768)
(-222.16636363202602, 183.99386741645043)
(-222.85422716200492, 184.49256238884504)
(-223.2249927456313, 184.69790847414404)
(-223.70624646379483, 184.97821401499985)
(-224.72557439738526, 185.70178735406498)
(-226.71056262729226, 187.23693683399193)
(-230.05463578291253, 189.92266469941455)
(-234.70940705642406, 193.71895624109106)
(-240.31868920313553, 198.32174386622756)
(-246.5200381426154, 203.42159242785817)
(-252.9510097944323, 208.70906677901706)
(-259.2491600781546, 213.87473177273822)
