(-2.447973, 0.125932)
(-4.993648151357253, 1.900461521099218)
(-7.950016647719828, 4.169201268648573)
(-11.288269020286926, 6.883510622639644)
(-14.97959580025775, 9.99474896306401)
(-18.9951875188315, 13.454275669913255)
(-23.306234707207373, 17.213450123178955)
(-27.88392789658458, 21.223631702852682)
(-32.69945761816232, 25.436179788926033)
(-37.72401440313978, 29.80245376139058)
(-42.928788782716175, 34.27381300023791)
(-48.28497128809071, 38.80161688545957)
(-53.76375245046256, 43.33722479704718)
(-59.33632279291088, 47.83199623659574)
(-64.97311636412229, 52.24861940792175)
(-70.64173918785151, 56.59213405066046)
(-76.30913655453111, 60.87747482108709)
(-81.94225375459365, 65.11957637547688)
(-87.50803607847175, 69.33337337010508)
(-92.97342881659795, 73.53380046124691)
(-98.30494535436408, 77.73351834725615)
(-103.46058189155964, 81.90034518046541)
(-108.39053721009343, 85.96104610737903)
(-113.04472249226262, 89.84087207727494)
(-117.37304892036438, 93.46507403943106)
(-121.32542767669595, 96.7589029431253)
(-124.85177329571185, 99.64761329306046)
(-127.94366568776361, 102.10065146743463)
(-130.7382936012762, 104.24190208515309)
(-133.40463514633925, 106.22896676440261)
(-136.11166843304235, 108.21944712337002)
(-139.02837157147516, 110.37094478024206)
(-142.32372267172727, 112.84106135320552)
(-146.15521713807357, 115.77743029054143)
(-150.47494206334278, 119.14936949526033)
(-155.0576996827446, 122.77229537616343)
(-159.67247247096722, 126.45657219122396)
(-164.08824290269882, 130.01256419841525)
(-168.07399345262755, 133.25063565571057)
(-171.3987320206528, 135.9811715014276)
(-173.93122722280037, 138.09569999050194)
(-175.86627969160958, 139.75093712080874)
(-177.46518706617138, 141.15768618897437)
(-178.98924698557667, 142.52675049162514)
(-180.69975708891633, 144.0689333253874)
(-182.85801501528135, 145.9950379868875)
(-185.71079262060942, 148.50369043721875)
(-189.26830212475397, 151.59520264422613)
(-193.34829730586586, 155.10854374170142)
(-197.76294426292648, 158.87799856907668)
(-202.3244090949173, 162.73785196578405)
(-206.84485790081982, 166.5223887712554)
(-211.13649849554474, 170.06593327705724)
(-215.08496918281375, 173.2722554170014)
(-218.80044087640778, 176.25747304145557)
(-222.4358520326695, 179.1781506804783)
(-226.1441411079417, 182.19085286412798)
(-230.07824655856695, 185.4521441224631)
(-234.39110684088809, 189.11858898554215)
(-239.2235076361457, 193.33418935117783)
(-244.5354716614999, 198.05608785069288)
(-250.1484195189022, 203.09815058908399)
(-255.88023808237656, 208.27059076704933)
(-261.54881422594707, 213.383621585287)
(-266.9720348236375, 218.24745624449517)
(-271.9678724325692, 222.67239112114393)
(-276.43625814530793, 226.5482827929517)
(-280.5117328440375, 229.99273229372724)
(-284.3705500244253, 233.1638326439326)
(-288.1889631821389, 236.21967686403002)
(-292.1432258128456, 239.31835797448161)
(-296.40959141221305, 242.61796899574955)
(-301.15289518378114, 246.26792609518537)
(-306.38239909683114, 250.29942407336102)
(-311.9949671318798, 254.65824558448327)
(-317.88496708377335, 259.28827641095376)
(-323.94676674735814, 264.1334023351739)
(-330.07473391748044, 269.13750913954544)
(-336.1632715624001, 274.24448685656995)
(-342.1274067611862, 279.40071758653676)
(-347.93746877653143, 284.55926574402736)
(-353.57295943036286, 289.6743040890742)
(-359.0133805446075, 294.70000538170996)
