(-2.447973, 0.125932)
(4.611851155713198, -3.7533539441467934)
(8.218376012806761, -5.799927011931079)
(8.833965923841056, -6.224300011243003)
(6.920985241376462, -5.236985749972725)
(2.9417983179733227, -3.0484970360103754)
(-2.6412304938079663, 0.1306533227538794)
(-9.365736841407053, 4.0899525184299)
(-16.769356372263566, 8.61888774312754)
(-24.38972473381715, 13.506946188956647)
(-31.764477573507413, 18.543615048027075)
(-38.431250538773995, 23.518381512448666)
(-43.92767973408941, 28.220732942114836)
(-47.969192991475154, 32.50542668032287)
(-50.95336849331561, 36.477647593972755)
(-53.44136151324608, 40.302632129294906)
(-55.99432732490185, 44.145616732519734)
(-59.17342120191824, 48.17183784987763)
(-63.539796657890385, 52.54653133692047)
(-69.44754728516219, 57.36544266741923)
(-76.47268285469507, 62.46318835557327)
(-84.00848049089456, 67.61305889316169)
(-91.44821731816617, 72.5883447719636)
(-98.18517046091542, 77.16233648375811)
(-103.61262110565576, 81.10832624476764)
(-107.32959214338796, 84.2869476013359)
(-109.6923280662341, 86.88028930502765)
(-111.23123624376488, 89.14437561509682)
(-112.476724045551, 91.33523079079735)
(-113.9591988411631, 93.7088790913832)
(-116.20906149255686, 96.52134131865333)
(-119.58452402187676, 99.93715542676473)
(-123.82309114043882, 103.79108147945416)
(-128.52245176201095, 107.84359628656654)
(-133.280294800361, 111.85517665794673)
(-137.69430916925697, 115.58629940343967)
(-141.36219405177772, 118.79744727752296)
(-144.04206553804352, 121.34196414328552)
(-146.0584435660632, 123.40107008463764)
(-147.86079478071272, 125.22831353248866)
(-149.89858582686804, 127.07724291774798)
(-152.62128334940516, 129.2014066713249)
(-156.4783362822727, 131.85434470544558)
(-161.74148639931516, 135.20412252602748)
(-168.06787897743206, 139.1231941922402)
(-174.9818865635477, 143.4201521255908)
(-182.00788170458654, 147.90358874758635)
(-188.67023694747292, 152.38209647973392)
(-194.4933488182514, 156.6642762542384)
(-199.16599071213892, 160.61706983672445)
(-202.93380313343886, 164.30506292782925)
(-206.16023600414135, 167.83465428648194)
(-209.20873924623663, 171.31224267161147)
(-212.4427627817149, 174.8442268421471)
(-216.22573458351047, 178.53700131532887)
(-220.81333470977262, 182.4761381571599)
(-226.10367115106658, 186.67810807835667)
(-231.92077383472696, 191.14506608930452)
(-238.08867268808822, 195.87916720038885)
(-244.43139763848498, 200.8825664219952)
(-250.77298601717413, 206.15740600918014)
(-256.96448661977, 211.6592934107602)
(-262.94476273267446, 217.19255104117184)
(-268.6704922501236, 222.53081066761928)
(-274.09835306635335, 227.44770405730677)
(-279.18502307559993, 231.71686297743858)
(-283.8871963079186, 235.11196776434105)
(-288.20664708398215, 237.5423912848016)
(-292.2887280262528, 239.34967981935708)
(-296.30731296334983, 240.9612290204599)
(-300.43627572389295, 242.80443454056254)
(-304.84949013650146, 245.30669203211733)
(-309.7207925263636, 248.89530745350052)
(-315.14177419410896, 253.8008876539939)
(-320.9473904608614, 259.6402629194806)
(-326.92267958085574, 265.91088072042925)
(-332.85267980832685, 272.11018852730797)
(-338.52242939750954, 277.7356338105852)
(-343.71701726464903, 282.2847851954374)
(-348.3105679843704, 285.4681339508455)
(-352.4494138046828, 287.64713724569316)
(-356.3317271235738, 289.307224396535)
(-360.15568033903094, 290.9338247199258)
(-364.1194458490418, 293.0123675324204)
(-368.42115295928846, 296.02815278512844)
(-373.19716110785924, 300.2810439271704)
(-378.3987899909129, 305.5154050386533)
(-383.9428571926341, 311.372022983074)
(-389.7461802972077, 317.49168462392964)
(-395.7255768888184, 323.5151768247177)
(-401.79786852122277, 329.08339212281516)
(-407.8845886935697, 333.9626596421818)
(-413.9211022591384, 338.2875126572164)
(-419.8452989412508, 342.259698947864)
(-425.59506846322887, 346.08096629406975)
(-431.10830054839437, 349.9530624757784)
(-436.322912978631, 354.07766591446847)
(-441.2047698634057, 358.58737399889657)
(-445.80012309183036, 363.4160721110444)
(-450.169590536674, 368.4621340980007)
(-454.3737900707055, 373.62393380685415)
(-458.473339566694, 378.79984508469346)
(-462.52879717757435, 383.88824149997305)
(-466.5502317350267, 388.7872610535247)
(-470.4053839036533, 393.3943776867897)
(-473.93709528573237, 397.60694916985375)
(-476.98820748354274, 401.3223332728022)
(-479.401562099363, 404.43788776572046)
(-481.02007704083235, 406.85108797101924)
(-481.74199160214795, 408.5446346470215)
(-481.6183847151274, 409.73668585981795)
(-480.72650805033203, 410.68572012310995)
(-479.1436132783234, 411.6502159505991)
(-476.9469520696628, 412.88865185598684)
(-474.21378431278407, 414.659318285513)
(-471.02652575851744, 417.1025128619393)
(-467.4815533258642, 420.03902940344585)
(-463.67758400261073, 423.2361088399002)
(-459.7133347765434, 426.46099210117046)
(-455.68752263544883, 429.4809201171241)
(-451.69884627409766, 432.0632595427887)
(-447.83599137589835, 434.0441949623668)
(-444.1610676775413, 435.44256346616754)
(-440.7318251778956, 436.3071659703436)
(-437.6060138758298, 436.686803391048)
(-434.84138377021293, 436.63027664443337)
(-432.49545227469355, 436.1864078411873)
(-430.5138497501815, 435.4142148990064)
(-428.5511122536348, 434.3992419624558)
(-426.21504113075275, 433.23129191815264)
(-423.11343772723467, 432.00016765271437)
(-418.8541033887798, 430.7956720527584)
(-413.04551185551566, 429.70754461483654)
(-405.5823025812763, 428.7985465284197)
(-397.088954968394, 428.06263323404687)
(-388.3046146548824, 427.48294999909535)
(-379.96842727875537, 427.0426420909425)
(-372.8195384780265, 426.72485477696574)
(-367.5960471392466, 426.51267932009114)
(-364.63954825241433, 426.3687503837416)
(-363.30025718054367, 426.20455494739366)
(-362.77597833335597, 425.92371673909435)
(-362.26451612057264, 425.42985948689073)
(-360.96367495191504, 424.6266069188298)
(-358.072292516324, 423.4177354522404)
(-353.13948815809374, 421.75878317097937)
(-346.5730362527833, 419.7321729520743)
(-338.90987107836844, 417.4394138327768)
(-330.68692691282473, 414.98201485033866)
(-322.4411380341277, 412.4614850420116)
(-314.70878982916855, 409.9791566890812)
(-307.8283105562978, 407.58246639031285)
(-301.66258740717126, 405.1893147982809)
(-296.00452455578665, 402.698539403523)
(-290.6470261761422, 400.0089776965767)
(-285.3829964422357, 397.0194671679796)
(-280.0056724751833, 393.6291187650061)
(-274.40002795035775, 389.81238866962957)
(-268.66722863925054, 385.72129635202594)
(-262.9395647312838, 381.53342444629067)
(-257.34932641587915, 377.4263555865185)
(-252.02880388245887, 373.5776724068051)
(-247.11000579155106, 370.16452765895275)
(-242.65454815326703, 367.2565876000565)
(-238.5613754121491, 364.67512612994045)
(-234.70652390239064, 362.2064374670671)
(-230.96602995818498, 359.63681582989886)
(-227.2159299137255, 356.7525554368983)
(-223.3324307784014, 353.3404571058024)
(-219.23061917216955, 349.30272437830286)
(-214.91369042124703, 344.80308565598665)
(-210.3969757041849, 340.0412910597029)
(-205.69580619953447, 335.2170907103004)
(-200.82551308584698, 330.5302347286283)
(-195.80146958095517, 326.1799279482747)
(-190.64780556836152, 322.25179338005796)
(-185.4081123127829, 318.5790224317885)
(-180.12860260882482, 314.96080291282675)
(-174.85548925109276, 311.1963226325333)
(-169.63498503419223, 307.08476940026856)
(-164.51315727842078, 302.4260096134563)
(-159.5082714181407, 297.1495959914719)
(-154.5779929462126, 291.46775932603896)
(-149.6720048892732, 285.6299658930907)
(-144.7399902739589, 279.88568196855954)
(-139.7316321269062, 274.48437382837824)
(-134.5971012348551, 269.6749738819669)
(-129.37236496271294, 265.6125078832826)
(-124.27681449060945, 262.25123930196185)
(-119.55346516671793, 259.51957432222895)
(-115.44533233921166, 257.3459191283081)
(-112.19543135626394, 255.65867990442356)
(-110.04533607380138, 254.38609355840708)
(-109.00255804420235, 253.42891074383857)
(-108.58378070986397, 252.63024350261117)
(-108.24388353310869, 251.8259461512843)
(-107.43774597625892, 250.85187300641758)
(-105.62024750163707, 249.54387838457032)
(-102.24865387109848, 247.73854423842724)
(-97.13890188561209, 245.38181934637015)
(-90.84471443156703, 242.644619973438)
(-84.01062824226561, 239.72555355870705)
(-77.28118005101021, 236.8232275412536)
(-71.30090659110297, 234.13624936015384)
(-66.7116654589059, 231.8629317823904)
(-63.78160000474572, 230.16048360684286)
(-62.024745512610274, 229.10317102521464)
(-60.864410336199626, 228.75528138337123)
(-59.723902829213856, 229.18110202717813)
(-58.026531345353035, 230.44492030250092)
(-55.198094731976305, 232.61031839099098)
(-50.98758030873675, 235.6493701324689)
(-45.783758442063295, 239.35299969478115)
(-40.050624256701205, 243.49083193132378)
(-34.252172877395786, 247.83249169549276)
(-28.852399428892326, 252.14760384068416)
(-24.313908212359618, 256.20717000963555)
(-20.931013876211992, 259.948783355405)
(-18.671187528390536, 263.63358252630127)
(-17.46434804027089, 267.55987948285394)
(-17.240414283229025, 272.0259861855919)
(-17.929305128640785, 277.33021459504477)
(-19.46045869299656, 283.7686445559599)
(-21.70895609032036, 291.38497964665936)
(-24.446300837183152, 299.74201894108916)
(-27.432369391402727, 308.3485777844295)
(-30.427038210796344, 316.71347152185905)
(-33.19018375318181, 324.34551549855786)
(-35.48329382359956, 330.7564564417176)
(-37.23844313711964, 335.76837481200727)
(-38.7066439190997, 339.7835659781226)
(-40.17388325136987, 343.2679519831925)
(-41.92614821576002, 346.6874548703449)
(-44.24942589410031, 350.50799668270844)
(-47.427494594146054, 355.192964055299)
(-51.524770292461874, 360.95394193801906)
(-56.20323676354526, 367.54057130855585)
(-61.08177300790988, 374.6530140263422)
(-65.77925802607012, 381.9914319508118)
(-69.91457081853952, 389.2559869413972)
(-73.10864687551123, 396.1478841285556)
(-75.17436620784524, 402.4657033869696)
(-76.27014844820523, 408.1833191617356)
